Owner,View Name,Column Name,Data Type,Data Length,Precision,Description,,,
CS,WH_D_ACAD_SPLAN,EFF_STATUS_CD,VARCHAR2,1,,"Effective Status Code (A- Active, I- Inactive)",,,
CS,WH_D_ACAD_SPLAN,ACAD_SPLAN_SD,VARCHAR2,10,,Academic Sub Plan Short Description,,,
CS,WH_D_ACAD_SPLAN,ACAD_SPLAN_LD,VARCHAR2,30,,Academic Sub Plan Long Description,,,
CS,WH_D_ACAD_SPLAN,ACAD_SPLAN_TYPE_CD,VARCHAR2,3,,"Academic Sub Plan Type Code -  Indicates the type of sub plan (Certificate, Concentration, Emphasis, Specialization, Track)",,,
CS,WH_D_ACAD_SPLAN,ACAD_SPLAN_TYPE_SD,VARCHAR2,10,,Academic Sub Plan Type Short Description,,,
CS,WH_D_ACAD_SPLAN,ACAD_SPLAN_TYPE_LD,VARCHAR2,30,,Academic Sub Plan Type Long Description,,,
CS,WH_D_ACAD_SPLAN,DIPLOMA_LD,VARCHAR2,100,,Diploma Long Description,,,
CS,WH_D_ACAD_SPLAN,CIP_CD,VARCHAR2,13,,Classification of Instructional Programs Code,,,
CS,WH_D_ACAD_SPLAN,CIP_LD,VARCHAR2,30,,Classification of Instructional Programs Long Description,,,
CS,WH_D_ACAD_SPLAN,HEGIS_CD,VARCHAR2,8,,The Higher Education General Information Survey (HEGIS) Series Code,,,
CS,WH_D_ACAD_SPLAN,HEGIS_LD,VARCHAR2,30,,The Higher Education General Information Survey (HEGIS) Series Long Description,,,
CS,WH_D_ACAD_SPLAN,UFONLINE_FLAG,VARCHAR2,1,,Common Attribute Framework for Academic Plan - UF Online,,,
CS,WH_D_ACAD_SPLAN,INNOVACAD_FLAG,VARCHAR2,1,,Common Attribute Framework for Academic Plan - Innovation Academy,,,
CS,WH_D_ACAD_SPLAN,PACE_FLAG,VARCHAR2,1,,Common Attribute Framework for Academic Plan - Pathway to Campus Enr (PaCE),,,
CS,WH_D_ACAD_SPLAN,EFF_START_DT,DATE,7,,Effective start date of the row within PeopleSoft - Used in conjunction with Type 2 dimension,,,
CS,WH_D_ACAD_SPLAN,EFF_END_DT,DATE,7,,Effective end date of the row within PeopleSoft - Used in conjunction with Type 2 dimension,,,
CS,WH_D_ACAD_SPLAN,PS_CUR_FLAG,VARCHAR2,1,,Flag (Y/N) that indicates if this row is still active in PeopleSoft - Used in conjunction with Type 2 dimension,,,
CS,WH_D_ACAD_SPLAN,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_ACAD_SPLAN,CREATED_EW_DTTM,TIMESTAMP(6),11,6,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_ACAD_SPLAN,LASTUPD_EW_DTTM,TIMESTAMP(6),11,6,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_DEGREE,DEGREE_SID,NUMBER,10,0,Degree Surrogate Identification,,,
CS,WH_D_DEGREE,DEGREE_CD,VARCHAR2,8,,Degree Code,,,
CS,WH_D_DEGREE,EFF_DT,DATE,7,,"An effective date is when a table row becomes effective, or the date that an action begins. The PeopleSoft system supports the concept of effective-dated rows.",,,
CS,WH_D_DEGREE,EFF_STATUS_CD,VARCHAR2,1,,"Effective Status Code (A- Active, I- Inactive)",,,
CS,WH_D_DEGREE,DEGREE_SD,VARCHAR2,10,,Degree Short Description,,,
CS,WH_D_DEGREE,DEGREE_LD,VARCHAR2,30,,Degree Long Description,,,
CS,WH_D_DEGREE,DEGREE_FD,VARCHAR2,50,,Degree Formal Description,,,
CS,WH_D_DEGREE,YEARS_OF_EDU,NUMBER,10,0,Years of education for degree,,,
CS,WH_D_DEGREE,EDU_LEVEL_CD,VARCHAR2,2,,Education level Code of the degree,,,
CS,WH_D_DEGREE,EDU_LEVEL_SD,VARCHAR2,10,,Education level short description,,,
CS,WH_D_DEGREE,EDU_LEVEL_LD,VARCHAR2,30,,Education level long description,,,
CS,WH_D_DEGREE,INTERNAL_DEGREE_FLAG,VARCHAR2,1,,Flag (Y/N) to indicate that the degree is internal to the institution and that it does not represent a degree from another organization,,,
CS,WH_D_DEGREE,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_DEGREE,CREATED_EW_DTTM,TIMESTAMP(6),11,6,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_DEGREE,LASTUPD_EW_DTTM,TIMESTAMP(6),11,6,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_DEGREE_CO_STATUS,DEGREE_CO_STATUS_SID,NUMBER,10,0,Degree Checkout Status Surrogate Identification,,,
CS,WH_D_DEGREE_CO_STATUS,DEGREE_CO_STATUS_CD,VARCHAR2,4,,"Degree Checkout Status - Indicates the degree checkout information for the academic program (i.e. Awarded, Denied, Pending)",,,
CS,WH_D_DEGREE_CO_STATUS,DEGREE_CO_STATUS_SD,VARCHAR2,10,,Degree Checkout Status Short Description,,,
CS,WH_D_DEGREE_CO_STATUS,DEGREE_CO_STATUS_LD,VARCHAR2,30,,Degree Checkout Status Long Description,,,
CS,WH_D_DEGREE_CO_STATUS,EFF_DT,DATE,7,,"An effective date is when a table row becomes effective, or the date that an action begins. The PeopleSoft system supports the concept of effective-dated rows.",,,
CS,WH_D_DEGREE_CO_STATUS,EFF_STATUS_CD,VARCHAR2,1,,"Effective Status Code (A- Active, I- Inactive)",,,
CS,WH_D_DEGREE_CO_STATUS,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_DEGREE_CO_STATUS,CREATED_EW_DTTM,TIMESTAMP(6),11,6,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_DEGREE_CO_STATUS,LASTUPD_EW_DTTM,TIMESTAMP(6),11,6,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_INSTITUTION,INSTITUTION_SID,NUMBER,10,0,Institution surrogate identification,,,
CS,WH_D_INSTITUTION,INSTITUTION_CD,VARCHAR2,5,,Institution Code - Currently all values contain UFLOR for University of Florida,,,
CS,WH_D_INSTITUTION,INSTITUTION_SD,VARCHAR2,10,,Institution Short Description of the Institution code,,,
CS,WH_D_INSTITUTION,INSTITUTION_LD,VARCHAR2,30,,Institution Long Description of the Institution code,,,
CS,WH_D_INSTITUTION,INSTITUTION_FD,VARCHAR2,50,,Institution Formal Description,,,
CS,WH_D_INSTITUTION,EFF_DT,DATE,7,,"An effective date is when a table row becomes effective, or the date that an action begins. The PeopleSoft system supports the concept of effective-dated rows.",,,
CS,WH_D_INSTITUTION,EFF_STATUS_CD,VARCHAR2,1,,"Effective Status Code (A- Active, I- Inactive)",,,
CS,WH_D_INSTITUTION,ADDR_LINE1,VARCHAR2,55,,Address Line 1 for the Institution,,,
CS,WH_D_INSTITUTION,ADDR_LINE2,VARCHAR2,55,,Address Line 2 for the Institution,,,
CS,WH_D_INSTITUTION,ADDR_LINE3,VARCHAR2,55,,Address Line 3 for the Institution,,,
CS,WH_D_INSTITUTION,ADDR_LINE4,VARCHAR2,55,,Address Line 4 for the Institution,,,
CS,WH_D_INSTITUTION,CITY,VARCHAR2,30,,City for the Institution,,,
CS,WH_D_INSTITUTION,COUNTY,VARCHAR2,30,,County for the Institution,,,
CS,WH_D_INSTITUTION,COUNTRY_CD,VARCHAR2,3,,Country for the Institution,,,
CS,WH_D_INSTITUTION,STATE_CD,VARCHAR2,6,,State for the Institution,,,
CS,WH_D_INSTITUTION,POSTAL_CD,VARCHAR2,12,,Postal Code for the Institution,,,
CS,WH_D_INSTITUTION,GEO_CD,VARCHAR2,11,,Geocoding for the Institution,,,
CS,WH_D_INSTITUTION,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_INSTITUTION,CREATED_EW_DTTM,TIMESTAMP(6),11,6,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_INSTITUTION,LASTUPD_EW_DTTM,TIMESTAMP(6),11,6,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_MDM_PERSON,PERSON_SID,NUMBER,,,Person surrogate identification,,,
CS,WH_D_MDM_PERSON,UFID,VARCHAR2,11,,University of Florida Identification ,,,
CS,WH_D_MDM_PERSON,DISPLAY_NAME,VARCHAR2,44,,Display Name of the Person,,,
CS,WH_D_MDM_PERSON,PREFIX,VARCHAR2,44,,Prefix of the Person,,,
CS,WH_D_MDM_PERSON,BUSINESS_NAME,VARCHAR2,44,,Business Name  of the Person,,,
CS,WH_D_MDM_PERSON,FIRST_NAME,VARCHAR2,44,,First Name of the Person,,,
CS,WH_D_MDM_PERSON,LAST_NAME,VARCHAR2,44,,Last Name of the Person,,,
CS,WH_D_MDM_PERSON,MIDDLE_NAME,VARCHAR2,44,,Middle Name of the Person,,,
CS,WH_D_MDM_PERSON,MIDDLE_INITIAL,VARCHAR2,1,,Middle Initial of the Person,,,
CS,WH_D_MDM_PERSON,SUFFIX,VARCHAR2,44,,Suffix of the Person,,,
CS,WH_D_MDM_PERSON,LONG_FULL_NAME,VARCHAR2,450,,Future Use - Will be populated with the Long name (Names used on Diplomas),,,
CS,WH_D_MDM_PERSON,DT_OF_BIRTH,DATE,7,,Date of birth for the person,,,
CS,WH_D_MDM_PERSON,GENDER,VARCHAR2,1,,Gender of the person,,,
CS,WH_D_MDM_PERSON,ETHNICITY,VARCHAR2,1,,Currently not used as Ethnicity is not managed by MDM,,,
CS,WH_D_MDM_PERSON,PERSON_STATUS,VARCHAR2,1,,Indicator if the person is active or inactive,,,
CS,WH_D_MDM_PERSON,DOMESTIC_FLAG,VARCHAR2,1,,0,,,
CS,WH_D_MDM_PERSON,PUBLISH_FLAG,VARCHAR2,1,,Publish Flag for the person,,,
CS,WH_D_MDM_PERSON,BUSINESS_ADDR_LINE1,VARCHAR2,44,,Business Address Line 1,,,
CS,WH_D_MDM_PERSON,BUSINESS_ADDR_LINE2,VARCHAR2,44,,Business Address Line 2,,,
CS,WH_D_MDM_PERSON,BUSINESS_ADDR_LINE3,VARCHAR2,44,,Business Address Line 3,,,
CS,WH_D_MDM_PERSON,BUSINESS_ADDR_CITY,VARCHAR2,30,,Business Address City,,,
CS,WH_D_MDM_PERSON,BUSINESS_ADDR_STATE,VARCHAR2,50,,Business Address State ,,,
CS,WH_D_MDM_PERSON,BUSINESS_ADDR_ZIP,VARCHAR2,12,,Business Address Zip,,,
CS,WH_D_MDM_PERSON,BUSINESS_ADDR_COUNTRY,VARCHAR2,44,,Business Address Country,,,
CS,WH_D_MDM_PERSON,BUSINESS_ADDR_COUNTY,VARCHAR2,50,,Business Address County,,,
CS,WH_D_MDM_PERSON,BUSINESS_ADDR_VALIDATION,VARCHAR2,20,,Business Address Validation,,,
CS,WH_D_MDM_PERSON,BUSINESS_ADDR_PUBLISH,VARCHAR2,1,,Business Address Publish,,,
CS,WH_D_MDM_PERSON,LOCAL_ADDR_LINE1,VARCHAR2,44,,Local Address Line 1,,,
CS,WH_D_MDM_PERSON,LOCAL_ADDR_LINE2,VARCHAR2,44,,Local Address Line 2,,,
CS,WH_D_MDM_PERSON,LOCAL_ADDR_LINE3,VARCHAR2,44,,Local Address Line 3,,,
CS,WH_D_MDM_PERSON,LOCAL_ADDR_CITY,VARCHAR2,30,,Local Address City,,,
CS,WH_D_MDM_PERSON,LOCAL_ADDR_STATE,VARCHAR2,50,,Local Address State,,,
CS,WH_D_MDM_PERSON,LOCAL_ADDR_ZIP,VARCHAR2,12,,Local Address Zip,,,
CS,WH_D_MDM_PERSON,LOCAL_ADDR_COUNTRY,VARCHAR2,44,,Local Address Country,,,
CS,WH_D_MDM_PERSON,LOCAL_ADDR_COUNTY,VARCHAR2,50,,Local Address County,,,
CS,WH_D_MDM_PERSON,LOCAL_ADDR_VALIDATION,VARCHAR2,20,,Local Address Validation,,,
CS,WH_D_MDM_PERSON,LOCAL_ADDR_PUBLISH,VARCHAR2,1,,Local Address Publish,,,
CS,WH_D_MDM_PERSON,STREET_ADDR_LINE1,VARCHAR2,44,,Street Address Line 1,,,
CS,WH_D_MDM_PERSON,STREET_ADDR_LINE2,VARCHAR2,44,,Street Address Line 2,,,
CS,WH_D_MDM_PERSON,STREET_ADDR_LINE3,VARCHAR2,44,,Street Address Line 3,,,
CS,WH_D_MDM_PERSON,STREET_ADDR_CITY,VARCHAR2,30,,Street Address City,,,
CS,WH_D_MDM_PERSON,STREET_ADDR_STATE,VARCHAR2,50,,Street Address State,,,
CS,WH_D_MDM_PERSON,STREET_ADDR_ZIP,VARCHAR2,12,,Street Address Zip,,,
CS,WH_D_MDM_PERSON,STREET_ADDR_COUNTRY,VARCHAR2,44,,Street Address Country,,,
CS,WH_D_MDM_PERSON,STREET_ADDR_COUNTY,VARCHAR2,50,,Street Address County,,,
CS,WH_D_MDM_PERSON,STREET_ADDR_VALIDATION,VARCHAR2,20,,Street Address Validation,,,
CS,WH_D_MDM_PERSON,STREET_ADDR_PUBLISH,VARCHAR2,1,,Street Address Publish,,,
CS,WH_D_MDM_PERSON,LEGAL_ADDR_LINE1,VARCHAR2,44,,Legal Address Line 1,,,
CS,WH_D_MDM_PERSON,LEGAL_ADDR_LINE2,VARCHAR2,44,,Legal Address Line 2,,,
CS,WH_D_MDM_PERSON,LEGAL_ADDR_LINE3,VARCHAR2,44,,Legal Address Line 3,,,
CS,WH_D_MDM_PERSON,LEGAL_ADDR_CITY,VARCHAR2,30,,Legal Address City,,,
CS,WH_D_MDM_PERSON,LEGAL_ADDR_STATE,VARCHAR2,50,,Legal Address State,,,
CS,WH_D_MDM_PERSON,LEGAL_ADDR_ZIP,VARCHAR2,12,,Legal Address Zip,,,
CS,WH_D_MDM_PERSON,LEGAL_ADDR_COUNTRY,VARCHAR2,44,,Legal Address Country,,,
CS,WH_D_MDM_PERSON,LEGAL_ADDR_COUNTY,VARCHAR2,50,,Legal Address County,,,
CS,WH_D_MDM_PERSON,LEGAL_ADDR_VALIDATION,VARCHAR2,20,,Legal Address Validation,,,
CS,WH_D_MDM_PERSON,LEGAL_ADDR_PUBLISH,VARCHAR2,1,,Legal Address Publish,,,
CS,WH_D_MDM_PERSON,BUSINESS_EMAIL,VARCHAR2,254,,Business Email ,,,
CS,WH_D_MDM_PERSON,PERSONAL_EMAIL,VARCHAR2,254,,Personal Email,,,
CS,WH_D_MDM_PERSON,BUSINESS_PHONE_INTL_CD,VARCHAR2,15,,Business Phone International Code,,,
CS,WH_D_MDM_PERSON,BUSINESS_PHONE_AREA_CD,VARCHAR2,15,,Business Phone Area Code,,,
CS,WH_D_MDM_PERSON,BUSINESS_PHONE_NUM,VARCHAR2,15,,Business Phone Number,,,
CS,WH_D_MDM_PERSON,LOCAL_PHONE_INTL_CD,VARCHAR2,15,,Local Phone International Code,,,
CS,WH_D_MDM_PERSON,LOCAL_PHONE_AREA_CD,VARCHAR2,15,,Local Phone Area Code,,,
CS,WH_D_MDM_PERSON,LOCAL_PHONE_NUM,VARCHAR2,15,,Local Phone Number,,,
CS,WH_D_MDM_PERSON,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_MDM_PERSON,CREATED_EW_DTTM,TIMESTAMP(6),11,6,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_MDM_PERSON,LASTUPD_EW_DTTM,TIMESTAMP(6),11,6,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_MDM_PERSON,PERSON_GG_DTTM,TIMESTAMP(6),11,6,Person GoldenGate Transaction Time - Warehousing Column for data replication,,,
CS,WH_D_MDM_PERSON,NAME_GG_DTTM,TIMESTAMP(6),11,6,Name GoldenGate Transaction Time - Warehousing Column for data replication,,,
CS,WH_D_MDM_PERSON,ADDR_GG_DTTM,TIMESTAMP(6),11,6,Address  GoldenGate Transaction Time - Warehousing Column for data replication,,,
CS,WH_D_MDM_PERSON,PHONE_GG_DTTM,TIMESTAMP(6),11,6,Telephone GoldenGate Transaction Time - Warehousing Column for data replication,,,
CS,WH_D_MDM_PERSON,EMAIL_GG_DTTM,TIMESTAMP(6),11,6,Email GoldenGate Transaction Time - Warehousing Column for data replication,,,
CS,WH_D_MDM_PERSON,LONGNM_GG_DTTM,TIMESTAMP(6),11,6,Currently not utilized - Future potential for incorporating PeopleSoft long names,,,
CS,WH_D_MDM_PERSON,D_PERSON_DTTM,TIMESTAMP(8),11,8,Currently not utilized - Future potential when migrating existing PERSON_SID values on PS_D_PERSON to map the new PERSON_SID values,,,
CS,WH_D_MDM_PERSON,BIRTHCOUNTRY,VARCHAR2,3,,Country of Birth for the individual,,,
CS,WH_D_MDM_PERSON,GLID,VARCHAR2,70,,GatorLink Account,,,
CS,WH_D_MDM_PERSON,GLID_STATE,VARCHAR2,1,,GatorLink Account Status,,,
CS,WH_D_PROG_ACTION,PROG_ACTION_SID,NUMBER,10,0,Program Action Surrogate Identification,,,
CS,WH_D_PROG_ACTION,PROG_ACTION_CD,VARCHAR2,4,,Program Action Code - Indicates the action performed to change the Academic Program data,,,
CS,WH_D_PROG_ACTION,PROG_ACTION_SD,VARCHAR2,10,,Program Action Short Description,,,
CS,WH_D_PROG_ACTION,PROG_ACTION_LD,VARCHAR2,30,,Program Action Long Description ,,,
CS,WH_D_PROG_ACTION,EFF_DT,DATE,7,,"An effective date is when a table row becomes effective, or the date that an action begins. The PeopleSoft system supports the concept of effective-dated rows.",,,
CS,WH_D_PROG_ACTION,EFF_STATUS_CD,VARCHAR2,1,,"Effective Status Code (A- Active, I- Inactive)",,,
CS,WH_D_PROG_ACTION,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_PROG_ACTION,CREATED_EW_DTTM,TIMESTAMP(6),11,6,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_PROG_ACTION,LASTUPD_EW_DTTM,TIMESTAMP(6),11,6,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_PROG_REASON,PROG_REASON_SID,NUMBER,10,0,Program Reason Surrogate Information,,,
CS,WH_D_PROG_REASON,PROG_ACTION_CD,VARCHAR2,4,,Program Action Code - Indicates the action performed to change the Academic Program data,,,
CS,WH_D_PROG_REASON,PROG_REASON_CD,VARCHAR2,4,,"Program Reason Code - An action reason indicates why a particular program action was taken, or offers a further description of the program action",,,
CS,WH_D_PROG_REASON,PROG_REASON_SD,VARCHAR2,10,,Program Reason Short Description,,,
CS,WH_D_PROG_REASON,PROG_REASON_LD,VARCHAR2,30,,Program Reason Long Description,,,
CS,WH_D_PROG_REASON,DESC_250,VARCHAR2,250,,Program Reason 250 character description,,,
CS,WH_D_PROG_REASON,EFF_DT,DATE,7,,"An effective date is when a table row becomes effective, or the date that an action begins. The PeopleSoft system supports the concept of effective-dated rows.",,,
CS,WH_D_PROG_REASON,EFF_STATUS_CD,VARCHAR2,1,,"Effective Status Code (A- Active, I- Inactive)",,,
CS,WH_D_PROG_REASON,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_PROG_REASON,CREATED_EW_DTTM,TIMESTAMP(6),11,6,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_PROG_REASON,LASTUPD_EW_DTTM,TIMESTAMP(6),11,6,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_PROG_STATUS,PROG_STATUS_SID,NUMBER,10,0,Academic Program Status Surrogate Identification,,,
CS,WH_D_PROG_STATUS,PROG_STATUS_CD,VARCHAR2,4,,Academic Program Status Indicator - Indicates the current status of the Academic Program,,,
CS,WH_D_PROG_STATUS,PROG_STATUS_SD,VARCHAR2,10,,Academic Program Status Short description,,,
CS,WH_D_PROG_STATUS,PROG_STATUS_LD,VARCHAR2,30,,Academic Program Status Long description,,,
CS,WH_D_PROG_STATUS,EFF_DT,DATE,7,,"An effective date is when a table row becomes effective, or the date that an action begins. The PeopleSoft system supports the concept of effective-dated rows.",,,
CS,WH_D_PROG_STATUS,EFF_STATUS_CD,VARCHAR2,1,,"Effective Status Code (A- Active, I- Inactive)",,,
CS,WH_D_PROG_STATUS,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_PROG_STATUS,CREATED_EW_DTTM,TIMESTAMP(6),11,6,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_PROG_STATUS,LASTUPD_EW_DTTM,TIMESTAMP(6),11,6,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_STU_GROUP,STU_GROUP_SID,NUMBER,10,0,Student Group surrogate identification,,,
CS,WH_D_STU_GROUP,STU_GROUP_CD,VARCHAR2,4,,Student Group Code - Student groups enable you to define groups of similar students at a high level. Creating groups of students enables you to track and use the students within a group for campus-wide processing. Student Groups include special programs and cohorts.,,,
CS,WH_D_STU_GROUP,STU_GROUP_SD,VARCHAR2,10,,Student Group Code Short Description,,,
CS,WH_D_STU_GROUP,STU_GROUP_LD,VARCHAR2,30,,Student Group Code Long Description,,,
CS,WH_D_STU_GROUP,INSTITUTION_CD,VARCHAR2,5,,Institution Value - Currently all values contain UFLOR for University of Florida,,,
CS,WH_D_STU_GROUP,INSTITUTION_SID,NUMBER,10,0,Institution surrogate identification,,,
CS,WH_D_STU_GROUP,EFF_DT,DATE,7,,"An effective date is when a table row becomes effective, or the date that an action begins. The PeopleSoft system supports the concept of effective-dated rows.",,,
CS,WH_D_STU_GROUP,EFF_STATUS_CD,VARCHAR2,1,,"Effective Status Code (A- Active, I- Inactive)",,,
CS,WH_D_STU_GROUP,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_STU_GROUP,CREATED_EW_DTTM,TIMESTAMP(6),11,6,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_STU_GROUP,LASTUPD_EW_DTTM,TIMESTAMP(6),11,6,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_STU_GROUP,COHORT_FLAG,VARCHAR2,1,,Flag indicating if the student group is a cohort ,,,
CS,WH_D_STU_GROUP,SPECIAL_PROGRAM_FLAG,VARCHAR2,1,,Flag indicating if the student group is a special program,,,
CS,WH_D_STU_GROUP,PREVIEW_FLAG,VARCHAR2,1,,Flag indicating if the student group is a preview group,,,
CS,WH_D_STU_ATTRIBUTES,PERSON_SID,NUMBER,38,0,Person surrogate identification,,,
CS,WH_D_STU_ATTRIBUTES,UFID,VARCHAR2,11,,PeopleSoft Employee ID -  populated with UFID values,,,
CS,WH_D_STU_ATTRIBUTES,AMERICAN_INDIAN_ALASKA_NATIVE,VARCHAR2,1,,Flag (Y/N) if student is American Indian/Alaska Native,,,
CS,WH_D_STU_ATTRIBUTES,ASIAN,VARCHAR2,1,,Flag (Y/N) if student is Asian,,,
CS,WH_D_STU_ATTRIBUTES,BLACK,VARCHAR2,1,,Flag (Y/N) if student is Black/African American,,,
CS,WH_D_STU_ATTRIBUTES,HISPANIC_LATINO,VARCHAR2,1,,Flag (Y/N) if student is Hispanic/Latino,,,
CS,WH_D_STU_ATTRIBUTES,NOT_HISPANIC,VARCHAR2,1,,Flag (Y/N) if student is Not Hispanic,,,
CS,WH_D_STU_ATTRIBUTES,NOT_SPECIFIED,VARCHAR2,1,,Flag (Y/N) if student is Not Specified,,,
CS,WH_D_STU_ATTRIBUTES,PACIFIC_ISLANDER,VARCHAR2,1,,Flag (Y/N) if student is Native Hawaiian/Other Pacific Islander,,,
CS,WH_D_STU_ATTRIBUTES,WHITE,VARCHAR2,1,,Flag (Y/N) if student is White,,,
CS,WH_D_STU_ATTRIBUTES,MULTI_ETHNIC,VARCHAR2,1,,Flag (Y/N) if student contains multiple ethnicities,,,
CS,WH_D_STU_ATTRIBUTES,ALIEN,VARCHAR2,1,,Flag (Y/N) indicating if Student is an Alien Resident as of max effective enrollment term,,,
CS,WH_D_STU_ATTRIBUTES,RACE,VARCHAR2,1,,UF Calculation to report primary ethnicity,,,
CS,WH_D_STU_ATTRIBUTES,FEDERAL_ETHNICITY,VARCHAR2,1,,Federal Ethnicity Calculation ,,,
CS,WH_D_STU_ATTRIBUTES,BOG_ETHNICITY,VARCHAR2,1,,BOG Ethnicity Calculation based on current Ethnicity Information,,,
CS,WH_D_STU_ATTRIBUTES,STU_CAR_FLAG,VARCHAR2,1,,Student Career Flag Indicator - Y value indicates student is part of admissions or enrollment within PeopleSoft,,,
CS,WH_D_STU_ATTRIBUTES,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_STU_ATTRIBUTES,CREATED_EW_DTTM,TIMESTAMP(6),11,6,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_STU_ATTRIBUTES,LASTUPD_EW_DTTM,TIMESTAMP(6),11,6,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_STU_ATTRIBUTES,FIRST_MATRIC_STATUS_CD,VARCHAR2,1,,First Entry Matriculation Status Code,,,
CS,WH_D_STU_ATTRIBUTES,FIRST_MATRIC_TERM_SID,NUMBER,22,0,First Entry Matriculation Term Surrogate Identification,,,
CS,WH_D_STU_ATTRIBUTES,FIRST_MATRIC_TERM_CD,VARCHAR2,4,,First Entry Matriculation Term Code,,,
CS,WH_D_STU_ATTRIBUTES,FIRST_MATRIC_SUMMER_FLAG,VARCHAR2,1,,"First Entry Matriculation Summer Flag Indicator (A/B). Summer A flag indicates start of term, for A and C. Summer B entry for second half of summer",,,
CS,WH_D_STU_ATTRIBUTES,FIRST_MATRIC_STATUS_DESC_250,VARCHAR2,250,,First Entry Matriculation Status Description,,,
CS,WH_D_STU_ATTRIBUTES,FIRST_DEGREE_SEEKING_TERM_SID,NUMBER,22,0,First Degree Seeking Term Surrogate Identification,,,
CS,WH_D_STU_ATTRIBUTES,FIRST_DEGREE_SEEKING_TERM_CD,VARCHAR2,4,,First Degree Seeking Term Code,,,
CS,WH_D_STU_ATTRIBUTES,FIRST_GRAD_SEEKING_TERM_SID,NUMBER,22,0,First Graduate Seeking Term Surrogate Identification,,,
CS,WH_D_STU_ATTRIBUTES,FIRST_GRAD_SEEKING_TERM_CD,VARCHAR2,4,,First Graduate Seeking Term Code,,,
CS,WH_D_STU_ATTRIBUTES,FIRST_PROF_SEEKING_TERM_SID,NUMBER,22,0,First Professional Seeking Term Surrogate Identification,,,
CS,WH_D_STU_ATTRIBUTES,FIRST_PROF_SEEKING_TERM_CD,VARCHAR2,4,,First Professional Seeking Term Code,,,
CS,WH_D_STU_ATTRIBUTES,HIGH_SCHOOL_DEGREE_DT,DATE,,,Contains the maximum high school degree date (graduation date) from the student's  education history,,,
CS,WH_D_STU_ATTRIBUTES,FERPA_FLAG,VARCHAR2,1,,Additional FERPA protection for the student's directory information. Students with this flag should have additional scrutiny before sharing contact information,,,
CS,WH_D_STU_ATTRIBUTES,MILITARY_STATUS_CD,VARCHAR2 ,1,,"Military Status (D - Dependent, A- Active Military, E- Veteran (based on BOG codes)) Code",,,
CS,WH_D_STU_ATTRIBUTES,MILITARY_STATUS_LD,VARCHAR2,30,,Military Status Long Description,,,
CS,WH_D_TERM,TERM_SID,NUMBER,10,0,Term surrogate identification,,,
